name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model
Daihatsu Mira L SA 2015,2015,Petrol,Automatic,Sindh,Rose Mist,Imported,Hatchback,2400000.0,119300.0,660.0,,9,Daihatsu,Mira
Toyota Sienta 2018,2018,Hybrid,Automatic,Karachi,White,Imported,Unknown,6400000.0,91000.0,1500.0,,0,Toyota,Sienta
Suzuki Alto VXR 2011,2011,Petrol,Manual,Karachi,Grey,Local,Hatchback,1100000.0,63000.0,1000.0,,5,Suzuki,Alto
Toyota Land Cruiser VX Limited 4.5 1993,1993,Petrol,Automatic,Mardan,Black,Imported,SUV,4200000.0,121000.0,4500.0,,12,Toyota,Land
Toyota Yaris Hatchback G 1.0 2020,2020,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,4300000.0,78000.0,1000.0,,10,Toyota,Yaris
Suzuki Wagon R FX Limited 2014,2014,Petrol,Automatic,Sindh,Black,Imported,Hatchback,1980000.0,113000.0,660.0,,10,Suzuki,Wagon
Honda City EXi S Automatic 2000,2000,Petrol,Automatic,Sialkot,Golden,Imported,Sedan,1250000.0,200000.0,1500.0,,8,Honda,City
Toyota Prado TZ 4.0 2006,2006,Petrol,Automatic,Sindh,Silver,Imported,SUV,8550000.0,120000.0,4000.0,,14,Toyota,Prado
Toyota Corolla Altis Grande CVT-i 1.8 2016,2016,Petrol,Automatic,Lahore,Black,Local,Sedan,4400000.0,99000.0,1800.0,,15,Toyota,Corolla
Honda Civic VTi Prosmatec 1.8 i-VTEC 2012,2012,Petrol,Automatic,Karachi,Polished Metal Metallic,Local,Sedan,2950000.0,95000.0,1800.0,,11,Honda,Civic
Toyota Corolla SE Saloon Automatic 2005,2005,Petrol,Automatic,Karachi,graphite grey,Local,Sedan,1930000.0,208000.0,1600.0,,9,Toyota,Corolla
Toyota Corolla SE Limited 1993,1993,Petrol,Manual,Karachi,White,Local,Sedan,1350000.0,344000.0,1500.0,,8,Toyota,Corolla
Toyota Raize 2021,2021,Petrol,Automatic,Un-Registered,Silver,Imported,Unknown,5400000.0,104285.0,1000.0,,9,Toyota,Raize
Suzuki Alto VXR 2024,2024,Petrol,Manual,Sindh,White,Local,Hatchback,2680000.0,44000.0,660.0,,7,Suzuki,Alto
Daihatsu Move L SA 3 2021,2021,Petrol,Automatic,Un-Registered,Black,Imported,Hatchback,3450000.0,55000.0,660.0,,12,Daihatsu,Move
Honda Civic VTi 1.8 i-VTEC 2011,2011,Petrol,Manual,Lahore,Crystal Black,Local,Sedan,2450000.0,415000.0,1800.0,,10,Honda,Civic
Suzuki Swift GLX CVT 2022,2022,Petrol,Automatic,Punjab,Silky Silver,Local,Hatchback,4470000.0,30000.0,1200.0,,13,Suzuki,Swift
Suzuki Mehran VXR 2008,2008,Petrol,Manual,Sindh,Snow White Pearl,Local,Hatchback,620000.0,70000.0,800.0,,4,Suzuki,Mehran
Hyundai Santro 2001,2001,Petrol,Manual,Punjab,Green,Local,Unknown,800000.0,370000.0,1000.0,,0,Hyundai,Santro
Nissan Sunny 1986,1986,CNG,Manual,Islamabad,Brown,Imported,Unknown,490000.00000000006,100000.0,1000.0,,0,Nissan,Sunny
Honda BR-V i-VTEC 2018,2018,Petrol,Automatic,Islamabad,Silver,Local,MPV,4380000.0,80000.0,1500.0,,12,Honda,BR-V
Honda Vezel Hybrid X 2014,2014,Hybrid,Automatic,Lahore,Silver,Imported,Crossover,3995000.0000000005,85000.0,1500.0,,13,Honda,Vezel
Nissan Dayz X 2025,2025,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,3879999.9999999995,7500.0,660.0,,11,Nissan,Dayz
Toyota Prius S 1.8 2010,2010,Hybrid,Automatic,Islamabad,Red,Imported,Sedan,4500000.0,131000.0,1800.0,,20,Toyota,Prius
Suzuki Alto VXL AGS 2022,2022,Petrol,Automatic,Islamabad,Solid White,Local,Hatchback,2830000.0,65000.0,660.0,,10,Suzuki,Alto
Nissan Moco X Idling Stop 2011,2011,Petrol,Automatic,Islamabad,Bluish Black Pearl,Imported,Hatchback,2000000.0,160000.0,660.0,,11,Nissan,Moco
Honda Civic Oriel 2022,2022,Petrol,Automatic,Sindh,Teffeta White,Local,Sedan,6900000.0,62000.0,1500.0,,14,Honda,Civic
Suzuki Bolan 1983,1983,Petrol,Manual,Karachi,White,Local,Unknown,360000.0,100000.0,800.0,,2,Suzuki,Bolan
Suzuki Mehran VXR 2006,2006,Petrol,Manual,Punjab,Snow White Pearl,Local,Hatchback,1400000.0,100000.0,800.0,,4,Suzuki,Mehran
Honda N Wgn G 2023,2023,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,3400000.0,23800.0,660.0,,12,Honda,N
Suzuki Mehran VX Euro II 2013,2013,Petrol,Manual,Sindh,White,Local,Hatchback,1100000.0,45000.0,800.0,,3,Suzuki,Mehran
Suzuki Cultus 2010,2010,Petrol,Manual,Punjab,White,Local,Unknown,1215000.0,123000.0,1000.0,,0,Suzuki,Cultus
Suzuki Ravi Euro II 2019,2019,Petrol,Manual,Faisalabad,White,Local,Pick Up,890000.0,12125.0,800.0,,1,Suzuki,Ravi
Honda Civic VTi Oriel Prosmatec 1.6 2002,2002,Petrol,Automatic,Karachi,Grenada Black Pearl,Local,Sedan,1400000.0,150000.0,1600.0,,11,Honda,Civic
Toyota Corolla Fielder 2014,2014,Petrol,Automatic,Islamabad,White,Imported,Unknown,4480000.0,10000.0,1300.0,,0,Toyota,Corolla
Suzuki Cultus VX 2003,2003,Petrol,Manual,Lahore,White,Local,Hatchback,800000.0,400000.0,1000.0,,3,Suzuki,Cultus
Honda Civic VTi Oriel 1.8 i-VTEC 2013,2013,Petrol,Manual,Islamabad,Dark Grey,Local,Sedan,3600000.0,121000.0,1800.0,,14,Honda,Civic
Toyota Corolla Cross 1.8 HEV X 2024,2024,Hybrid,Automatic,Un-Registered,Black,Local,SUV,9200000.0,6635.0,1800.0,,14,Toyota,Corolla
Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,Petrol,Automatic,Lahore,Taffeta White,Local,Sedan,4350000.0,138000.0,1800.0,,21,Honda,Civic
Toyota Corolla Altis Grande CVT-i 1.8 2016,2016,Petrol,Automatic,Punjab,Super white,Local,Sedan,4550000.0,100000.0,1800.0,,15,Toyota,Corolla
Mercedes Benz E Class 1966,1966,Diesel,Manual,Rawalpindi,Silver,Imported,Unknown,4000000.0,99000.0,2000.0,,1,Mercedes Benz,E
Honda City 1.3 i-VTEC 2016,2016,Petrol,Manual,Lahore,White,Local,Sedan,3650000.0,37000.0,1300.0,,11,Honda,City
Suzuki Alto VXL AGS Upgraded 2025,2025,Petrol,Automatic,Un-Registered,Solid White,Local,Hatchback,3350000.0,2.0,660.0,,10,Suzuki,Alto
Chevrolet Joy 1.0 2007,2007,Petrol,Manual,Punjab,White,Local,Hatchback,900000.0,180000.0,1000.0,,8,Chevrolet,Joy
Honda Vezel 2015,2015,Hybrid,Automatic,Sindh,White,Imported,Unknown,4750000.0,92000.0,1500.0,,18,Honda,Vezel
Honda City 1.5 i-VTEC Prosmatec 2020,2020,Petrol,Automatic,Abbottabad,Lunar Silver Metallic,Local,Sedan,4400000.0,89000.0,1500.0,,14,Honda,City
Nissan Dayz Highway Star S hybrid X pro pilot 2019,2019,Hybrid,Automatic,Karachi,White,Imported,Hatchback,3525000.0,61000.0,660.0,,13,Nissan,Dayz
Suzuki Wagon R AGS 2022,2022,Petrol,Automatic,Punjab,White,Local,Hatchback,3150000.0,25000.0,1000.0,,10,Suzuki,Wagon
Toyota Prius G 1.8 2014,2014,Hybrid,Automatic,Islamabad,White,Imported,Sedan,5000000.0,270000.0,1800.0,,15,Toyota,Prius
Toyota Corolla Altis SR Cruisetronic 1.6 2011,2011,Petrol,Automatic,Lahore,Silver,Local,Sedan,3250000.0,165000.0,1600.0,,16,Toyota,Corolla
Suzuki Baleno GTi 1.6 1999,1999,Petrol,Manual,Sindh,White,Local,Sedan,819999.9999999999,200000.0,1600.0,,11,Suzuki,Baleno
Honda City 2007,2007,Petrol,Manual,Sindh,Blue,Local,Unknown,1825000.0,180000.0,1300.0,,3,Honda,City
Daihatsu Move Custom RS 2013,2013,Petrol,Automatic,Islamabad,Mica Black,Imported,Hatchback,2480000.0,103000.0,660.0,,13,Daihatsu,Move
Daihatsu Mira X SA 2016,2016,Petrol,Automatic,Punjab,White,Imported,Hatchback,2630000.0,152000.0,660.0,,11,Daihatsu,Mira
Suzuki Cultus 2018,2018,Petrol,Manual,Punjab,Silver,Local,Unknown,2600000.0,75000.0,1000.0,,10,Suzuki,Cultus
Toyota Aqua S 2014,2014,Hybrid,Automatic,Sindh,Silver metallic,Imported,Hatchback,3400000.0,90000.0,1500.0,,16,Toyota,Aqua
Nissan Roox S Hybrid 2021,2021,Hybrid,Automatic,Punjab,Beige,Imported,Hatchback,3295000.0000000005,21000.0,660.0,,10,Nissan,Roox
Changan Karvaan 2020,2020,Petrol,Manual,Islamabad,Black,Local,Unknown,2400000.0,37000.0,1000.0,,11,Changan,Karvaan
Honda Civic EXi 2006,2006,Petrol,Manual,Sindh,Frost White,Local,Sedan,1400000.0,141000.0,1500.0,,8,Honda,Civic
Honda City 1.3 i-VTEC 2017,2017,Petrol,Manual,Islamabad,Modern Steel Metallic,Local,Sedan,3450000.0,79000.0,1300.0,,11,Honda,City
Suzuki Alto VXR 2010,2010,Petrol,Manual,Lahore,White,Local,Hatchback,1100000.0,100000.0,1000.0,,7,Suzuki,Alto
Daihatsu Hijet Cruise 2012,2012,Petrol,Automatic,Karachi,Silver,Imported,Mini Van,1585000.0,102000.0,660.0,,6,Daihatsu,Hijet
Honda City 1.2L CVT 2023,2023,Petrol,Automatic,Karachi,Grey,Local,Compact sedan,4280000.0,30000.0,1200.0,,11,Honda,City
Toyota Passo G 1.0 2007,2007,Petrol,Automatic,Islamabad,Green,Imported,Hatchback,1800000.0,177000.0,1000.0,,11,Toyota,Passo
Mercedes Benz C Class 2001,2001,Petrol,Automatic,Lahore,Blue,Imported,Unknown,3200000.0,11111.0,1800.0,,8,Mercedes Benz,C
Toyota Mark X 300G Premium 2004,2004,Petrol,Automatic,Islamabad,White Pearl Crystal,Imported,Sedan,4400000.0,75000.0,3000.0,,18,Toyota,Mark
Honda N Box 2021,2021,Hybrid,Automatic,Un-Registered,Silver,Imported,Unknown,3300000.0,24257.0,660.0,,9,Honda,N
Suzuki Mehran VX 1989,1989,Petrol,Manual,Multan,Snow White Pearl,Local,Hatchback,260000.0,500000.0,800.0,,2,Suzuki,Mehran
Honda City 1.2L M/T 2021,2021,Petrol,Manual,Islamabad,White,Local,Compact sedan,4390000.0,27500.0,1200.0,,10,Honda,City
Suzuki Alto E 2012,2012,Petrol,Automatic,Islamabad,Beige,Imported,Hatchback,2050000.0,140000.0,660.0,,13,Suzuki,Alto
Suzuki Bolan VX Euro II 2016,2016,Petrol,Manual,Islamabad,White,Local,Van,1530000.0,150000.0,800.0,,2,Suzuki,Bolan
Daihatsu Mira X 2012,2012,Petrol,Automatic,Sindh,Bright Silver Metallic,Imported,Hatchback,2300000.0,81000.0,660.0,,11,Daihatsu,Mira
Hyundai Santro Club GV 2005,2005,Petrol,Manual,Abbottabad,Grey,Local,Hatchback,1050000.0,100000.0,1100.0,,6,Hyundai,Santro
Range Rover Sport Supercharged 4.2 V8 2006,2006,Petrol,Automatic,Sindh,Black,Imported,SUV,5500000.0,56000.0,4200.0,,26,Range Rover,Sport
Toyota Platz F 1.0 2003,2003,Petrol,Automatic,Sindh,White,Imported,Sedan,1650000.0,300000.0,1000.0,,9,Toyota,Platz
Toyota Yaris Sedan ATIV X CVT 1.5 2022,2022,Petrol,Automatic,Sindh,Silver,Local,Sedan,4950000.0,29000.0,1500.0,,19,Toyota,Yaris
Suzuki Mehran VXR 2007,2007,Petrol,Manual,Lahore,Silver Metallic,Local,Hatchback,690000.0,113000.0,800.0,,4,Suzuki,Mehran
Honda Civic VTi Prosmatec 1.6 2004,2004,Petrol,Automatic,Islamabad,Canyon Stone Silver Metallic,Local,Sedan,1745000.0,190000.0,1600.0,,11,Honda,Civic
Honda City EXi 2001,2001,Petrol,Manual,Faisalabad,White,Local,Sedan,840000.0,10200.0,1300.0,,6,Honda,City
Toyota Porte 130I 2012,2012,Petrol,Automatic,Lahore,White,Imported,Mini Van,1800000.0,150000.0,1300.0,,13,Toyota,Porte
Toyota Vitz F 1.0 2015,2015,Petrol,Automatic,Karachi,Turquoise,Imported,Hatchback,3025000.0,155000.0,1000.0,,12,Toyota,Vitz
Daihatsu Hijet Special 2015,2015,Petrol,Automatic,Islamabad,Blue,Imported,Mini Van,1950000.0,84000.0,660.0,,9,Daihatsu,Hijet
Toyota Corolla GLi 1.3 VVTi 2011,2011,Petrol,Manual,Multan,Gold,Local,Sedan,2550000.0,180000.0,1300.0,,9,Toyota,Corolla
Toyota Hilux Revo V Automatic 2.8 2021,2021,Diesel,Automatic,Islamabad,Super White,Local,Double Cabin,12000000.0,75000.0,2800.0,,14,Toyota,Hilux
Toyota Raize Z 2021,2021,Petrol,Automatic,Un-Registered,White,Imported,Crossover,6800000.0,70000.0,1000.0,,7,Toyota,Raize
Suzuki Every 2012,2012,Petrol,Automatic,Lahore,White,Imported,Unknown,1750000.0,96000.0,660.0,,0,Suzuki,Every
Toyota Corolla XLi 2002,2002,Petrol,Manual,Karachi,Super White,Local,Sedan,1250000.0,12346.0,1300.0,,7,Toyota,Corolla
Toyota Vitz B Intelligent Package 1.0 2010,2010,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,2465000.0,155000.0,1000.0,,12,Toyota,Vitz
Nissan Clipper DX 2013,2013,Petrol,Automatic,Islamabad,Bright Silver Metallic,Imported,Micro Van,1500000.0,70000.0,660.0,,6,Nissan,Clipper
Honda City i-DSI 2005,2005,Petrol,Manual,Islamabad,Taffeta White,Local,Sedan,1900000.0,201000.0,1300.0,,13,Honda,City
Toyota Corolla GLi 1.3 VVTi 2015,2015,Petrol,Manual,Lahore,Silver,Local,Sedan,3600000.0,102000.0,1300.0,,12,Toyota,Corolla
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,2022,Petrol,Automatic,Islamabad,Super white,Imported,Sedan,7000000.0,39115.0,1800.0,,14,Toyota,Corolla
Suzuki Swift GLX CVT 2023,2023,Petrol,Automatic,Islamabad,White,Local,Hatchback,4450000.0,60000.0,1200.0,,13,Suzuki,Swift
Honda Vezel Hybrid RS Honda Sensing  2018,2018,Hybrid,Automatic,Islamabad,Black,Imported,Crossover,6950000.0,116000.0,1500.0,,13,Honda,Vezel
Suzuki Mehran VX 2006,2006,Petrol,Manual,Lahore,Snow White Pearl,Local,Hatchback,620000.0,84296.0,800.0,,1,Suzuki,Mehran
Toyota Vitz F 1.0 2017,2017,Petrol,Automatic,Punjab,Super White II,Imported,Hatchback,3250000.0,116000.0,1000.0,,19,Toyota,Vitz
Honda City 1.3 i-VTEC 2015,2015,Petrol,Manual,Lahore,Taffeta White,Local,Sedan,3290000.0,125000.0,1300.0,,11,Honda,City
Toyota Passo X 2007,2007,Petrol,Automatic,Lahore,Green,Imported,Hatchback,2145000.0,158000.0,1000.0,,11,Toyota,Passo
Suzuki Alto VXR 2005,2005,Petrol,Manual,Lahore,Silver,Local,Hatchback,1120000.0,200000.0,1000.0,,3,Suzuki,Alto
Suzuki Alto VXR 2008,2008,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,819999.9999999999,100000.0,1000.0,,5,Suzuki,Alto
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,2013,Petrol,Automatic,Islamabad,Crystal Black,Local,Sedan,3600000.0,115000.0,1800.0,,14,Honda,Civic
Suzuki Ravi 2004,2004,Petrol,Manual,Karachi,White,Local,Unknown,800000.0,1000.0,800.0,,0,Suzuki,Ravi
Suzuki Wagon R FA 2015,2015,Petrol,Automatic,Punjab,White,Imported,Hatchback,2450000.0,138000.0,660.0,,7,Suzuki,Wagon
Toyota Vitz F 1.3 2000,2000,Petrol,Manual,Lahore,White,Imported,Hatchback,1950000.0,200000.0,1300.0,,11,Toyota,Vitz
Toyota Mark II 1990,1990,Petrol,Manual,Lahore,White,Imported,Unknown,2900000.0,80000.0,3000.0,,7,Toyota,Mark
Honda City Aspire 1.5 i-VTEC 2016,2016,Petrol,Manual,Lahore,Titanium,Local,Sedan,3150000.0,125000.0,1500.0,,13,Honda,City
Toyota Corolla GLi 1.3 VVTi 2009,2009,Petrol,Manual,Sindh,Medium Silver,Local,Sedan,2350000.0,100000.0,1300.0,,9,Toyota,Corolla
Daihatsu Tanto X Turbo 2021,2021,Petrol,Automatic,Un-Registered,Black,Imported,Hatchback,3300000.0,28000.0,660.0,,10,Daihatsu,Tanto
Suzuki Wagon R AGS 2022,2022,Petrol,Automatic,Sindh,White,Local,Hatchback,3600000.0,48000.0,1000.0,,10,Suzuki,Wagon
Suzuki Mehran VX Euro II Limited Edition 2018,2018,Petrol,Manual,Lahore,Silky Silver,Local,Hatchback,1410000.0,85000.0,796.0,,4,Suzuki,Mehran
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,2015,Petrol,Automatic,Sindh,Bronze,Local,Sedan,3825000.0,113000.0,1800.0,,14,Honda,Civic
Honda City Aspire 1.5 i-VTEC 2017,2017,Petrol,Manual,Islamabad,Taffeta White,Local,Sedan,3470000.0000000005,96000.0,1500.0,,16,Honda,City
Toyota Corolla GLi 1.3 VVTi Special Edition 2018,2018,Petrol,Manual,Karachi,Super White,Local,Sedan,4400000.0,65000.0,1300.0,,12,Toyota,Corolla
Suzuki Alto ECO-L 2012,2012,Petrol,Automatic,Islamabad,Silky Silver Metallic,Imported,Hatchback,2100000.0,130000.0,660.0,,9,Suzuki,Alto
Toyota Prius E 2016,2016,Hybrid,Automatic,Islamabad,Attitude Black Micay,Imported,Sedan,6100000.0,85000.0,1800.0,,17,Toyota,Prius
Honda Vezel e-HEV Play 2021,2021,Hybrid,Automatic,Islamabad,Pearl Golden,Imported,Crossover,11500000.0,51000.0,1500.0,,17,Honda,Vezel
Toyota Corolla 2.0D Saloon 2009,2009,Diesel,Manual,Sindh,Black,Local,Sedan,2700000.0,179546.0,2000.0,,13,Toyota,Corolla
Suzuki Mehran VX Euro II 2018,2018,Petrol,Manual,Punjab,Solid White,Local,Hatchback,1450000.0,80000.0,796.0,,5,Suzuki,Mehran
Suzuki Jimny 2010,2010,Petrol,Automatic,Sindh,Black,Imported,Unknown,2650000.0,134000.0,660.0,,0,Suzuki,Jimny
Suzuki Alto VXR 2007,2007,Petrol,Manual,Karachi,Blue,Local,Hatchback,760000.0,20000.0,1000.0,,7,Suzuki,Alto
Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,Petrol,Automatic,Lahore,Taffeta White,Local,Sedan,6100000.0,68000.0,1800.0,,14,Honda,Civic
Honda City Aspire Prosmatec 1.3 i-VTEC 2015,2015,Petrol,Automatic,Lahore,Black,Local,Sedan,3600000.0,79000.0,1300.0,,17,Honda,City
Toyota Corolla Altis SR 1.8 2010,2010,Petrol,Manual,Sindh,White,Local,Sedan,2580000.0,142000.0,1800.0,,9,Toyota,Corolla
MG HS Trophy 2023,2023,Petrol,Automatic,Abbottabad,Pearl White Metallic,Imported,Crossover,7050000.0,27000.0,1500.0,,15,MG,HS
Lexus LX Series LX570 2018,2018,Petrol,Automatic,Un-Registered,Black,Imported,SUV,65000000.0,17600.0,5700.0,,15,Lexus,LX
Mercedes Benz E Class E 200 Kompressor Elegance 2007,2007,Petrol,Automatic,Punjab,Diamond Silver Metallic,Imported,Sedan,5300000.0,85000.0,1800.0,,21,Mercedes Benz,E
Suzuki Bolan VX Euro II 2022,2022,Petrol,Manual,Islamabad,Solid White,Local,Van,2100000.0,19834.0,800.0,,4,Suzuki,Bolan
Mitsubishi Lancer 1996,1996,Petrol,Manual,Lahore,Black,Imported,Unknown,650000.0,378000.0,1600.0,,5,Mitsubishi,Lancer
Suzuki Cultus VXL 2018,2018,Petrol,Manual,Sindh,White,Local,Hatchback,2600000.0,107000.0,1000.0,,12,Suzuki,Cultus
Toyota Prado TX 2.7 2020,2020,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,SUV,26500000.0,15000.0,2700.0,,16,Toyota,Prado
Suzuki Mehran VXR Euro II 2014,2014,Petrol,Manual,Punjab,Graphite Grey,Local,Hatchback,1270000.0,100000.0,796.0,,4,Suzuki,Mehran
Suzuki Wagon R VXL 2021,2021,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2950000.0,54000.0,1000.0,,9,Suzuki,Wagon
Nissan Sunny EX Saloon 1.6 2009,2009,Petrol,Manual,Lahore,Silver,Local,Sedan,1950000.0,74000.0,1600.0,,10,Nissan,Sunny
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Punjab,Green,Local,Sedan,2550000.0,148000.0,1300.0,,9,Toyota,Corolla
Suzuki Alto VXR 2022,2022,Petrol,Manual,Punjab,Silver,Local,Hatchback,2390000.0,50000.0,660.0,,7,Suzuki,Alto
Toyota Mark X Supercharged 2005,2005,Petrol,Automatic,Islamabad,White Pearl Crystal,Imported,Sedan,4700000.0,50000.0,3500.0,,13,Toyota,Mark
Prince Pearl AT 2021,2021,Petrol,Automatic,Punjab,White,Local,Hatchback,1175000.0,43000.0,800.0,,9,Prince,Pearl
Suzuki Mehran VXR Euro II 2017,2017,Petrol,Manual,Lahore,White,Local,Hatchback,1260000.0,100000.0,800.0,,4,Suzuki,Mehran
Toyota C-HR S-LED 2019,2019,Hybrid,Automatic,Un-Registered,Black,Imported,Crossover,8700000.0,60000.0,1800.0,,12,Toyota,C-HR
Toyota Corolla Altis Automatic 1.6 2014,2014,Petrol,Automatic,Islamabad,Grey,Local,Sedan,3850000.0,153000.0,1600.0,,11,Toyota,Corolla
Honda Civic VTi 1.8 i-VTEC 2014,2014,Petrol,Manual,Punjab,Taffeta White,Local,Sedan,3100000.0,160000.0,1800.0,,11,Honda,Civic
Toyota Corolla 2.0D Limited 2001,2001,Diesel,Manual,Lahore,White,Local,Sedan,1450000.0,443000.0,2000.0,,7,Toyota,Corolla
Suzuki Alto VXR 2022,2022,Petrol,Manual,Sindh,Solid White,Local,Hatchback,2450000.0,42000.0,660.0,,7,Suzuki,Alto
Toyota Passo X 2014,2014,Petrol,Automatic,Islamabad,Beige,Imported,Hatchback,2710000.0,184000.0,1000.0,,13,Toyota,Passo
Suzuki Alto VXL AGS 2019,2019,Petrol,Automatic,Rawalpindi,Solid White,Local,Hatchback,2530000.0,90000.0,660.0,,10,Suzuki,Alto
Suzuki Cultus VXRi 2009,2009,Petrol,Manual,Faisalabad,Silver,Local,Hatchback,1650000.0,72000.0,1000.0,,4,Suzuki,Cultus
Suzuki Alto VXR 2023,2023,Petrol,Manual,Sindh,Solid White,Local,Hatchback,2545000.0,33000.0,660.0,,9,Suzuki,Alto
Toyota Aqua S 2013,2013,Hybrid,Automatic,Islamabad,Red,Imported,Hatchback,3250000.0,10000.0,1500.0,,16,Toyota,Aqua
Suzuki Bolan VX Euro II 2012,2012,Petrol,Manual,Lahore,Solid White,Local,Van,1100000.0,80000.0,800.0,,4,Suzuki,Bolan
Daihatsu Cuore CX 2007,2007,Petrol,Manual,Karachi,White,Local,Hatchback,730000.0,300000.0,800.0,,3,Daihatsu,Cuore
Suzuki Cultus VXR 2007,2007,Petrol,Manual,Sindh,Red,Local,Hatchback,880000.0000000001,34569.0,1000.0,,5,Suzuki,Cultus
Nissan Clipper 2011,2011,Petrol,Automatic,Karachi,Silver,Imported,Unknown,1250000.0,134020.0,660.0,,8,Nissan,Clipper
Toyota Vitz RS 1.3 2004,2004,Petrol,Automatic,Punjab,White,Local,Hatchback,2100000.0,140000.0,1300.0,,9,Toyota,Vitz
Suzuki Cultus VXR 2021,2021,Petrol,Manual,Punjab,Grey,Local,Hatchback,3100000.0,37000.0,1000.0,,10,Suzuki,Cultus
Suzuki Alto L Upgrade 2023,2023,Petrol,Automatic,Un-Registered,Pure White Pearl,Imported,Mini Vehicles,3475000.0,2800.0,660.0,,10,Suzuki,Alto
Toyota Corolla Altis Automatic 1.8 2007,2007,Petrol,Automatic,Lahore,Strong Blue Metallic,Local,Sedan,2460000.0,5.0,1800.0,,12,Toyota,Corolla
Hyundai Santro 2005,2005,Petrol,Manual,Punjab,Silver,Local,Unknown,1275000.0,80000.0,1000.0,,0,Hyundai,Santro
Suzuki Alto VXR 2021,2021,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2350000.0,72000.0,660.0,,8,Suzuki,Alto
Toyota Vitz F 1.0 2016,2016,Petrol,Automatic,Sindh,Gold,Imported,Hatchback,2800000.0,105000.0,1000.0,,11,Toyota,Vitz
Daihatsu Mira L SA 2016,2016,Petrol,Automatic,Karachi,White,Imported,Hatchback,2350000.0,122000.0,660.0,,11,Daihatsu,Mira
Toyota Passo X 2008,2008,Petrol,Automatic,Islamabad,Black Mica,Imported,Hatchback,2135000.0,151000.0,1000.0,,15,Toyota,Passo
Toyota Vitz F 1.0 2007,2007,Petrol,Automatic,Sindh,Black,Imported,Hatchback,2100000.0,130000.0,1000.0,,12,Toyota,Vitz
Suzuki Mehran VXR 2005,2005,Petrol,Manual,Lahore,Snow White Pearl,Local,Hatchback,535000.0,555505.0,800.0,,4,Suzuki,Mehran
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,Petrol,Automatic,Karachi,Taffeta White,Local,Sedan,4899000.0,59000.0,1800.0,,14,Honda,Civic
Daihatsu Hijet 2010,2010,Petrol,Automatic,Lahore,White,Imported,Unknown,1600000.0,100000.0,660.0,,9,Daihatsu,Hijet
Suzuki Alto Lapin 2022,2022,Petrol,Automatic,Un-Registered,White,Imported,Unknown,3775000.0,2200.0,660.0,,7,Suzuki,Alto
Toyota Corolla Altis SR Cruisetronic 1.8 2010,2010,Petrol,Automatic,Adda jahan khan,Silver Mica Metallic,Local,Sedan,2710000.0,220000.0,1800.0,,15,Toyota,Corolla
Honda Civic 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Punjab,White,Local,Sedan,5900000.0,90000.0,1800.0,,16,Honda,Civic
Suzuki Cultus VXR 2005,2005,Petrol,Manual,Punjab,White,Local,Hatchback,865000.0,88217.0,1000.0,,4,Suzuki,Cultus
Toyota Corolla 2012,2012,Petrol,Manual,Islamabad,Blue,Local,Unknown,2750000.0,192000.0,1300.0,,5,Toyota,Corolla
Suzuki Wagon R VXL 2016,2016,Petrol,Manual,Punjab,Gold,Local,Hatchback,2000000.0,83000.0,1000.0,,9,Suzuki,Wagon
Honda City 1.3 i-VTEC Prosmatec 2018,2018,Petrol,Automatic,Karachi,Crystal Black Pearl,Local,Sedan,3400000.0,47000.0,1300.0,,11,Honda,City
Toyota Corolla GLi Automatic 1.6 VVTi 2011,2011,Petrol,Automatic,Adda jahan khan,Gun Metallic,Local,Sedan,3150000.0,173000.0,1600.0,,11,Toyota,Corolla
Toyota Corolla SE Saloon Automatic 2003,2003,Petrol,Automatic,Lahore,Black,Local,Sedan,2775000.0,200000.0,1600.0,,9,Toyota,Corolla
Toyota Corolla 1995,1995,Petrol,Automatic,Islamabad,Silver,Imported,Unknown,1850000.0,121212.0,1800.0,,12,Toyota,Corolla
Toyota Corolla Altis Grande CVT-i 1.8 2022,2022,Petrol,Automatic,Sindh,White,Local,Sedan,6550000.0,45000.0,1800.0,,15,Toyota,Corolla
Honda City 2010,2010,Petrol,Manual,Karachi,Black,Local,Unknown,1975000.0,147000.0,1300.0,,0,Honda,City
Suzuki Bolan VX Euro II 2018,2018,Petrol,Manual,Lahore,Solid White,Local,Van,1550000.0,80000.0,800.0,,2,Suzuki,Bolan
