name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model,vehicle_age
Suzuki Bolan VX Euro II 2012,2012,Petrol,Manual,Lahore,Solid White,Local,Van,980000.0000000001,52000.0,800.0,,4,Suzuki,Bolan,13
Suzuki Alto VXL AGS 2022,2022,Petrol,Automatic,Punjab,Silver,Local,Hatchback,2800000.0,37000.0,660.0,,10,Suzuki,Alto,3
Nissan Clipper 2013,2013,Petrol,Automatic,Sindh,White,Local,Unknown,1295000.0,120000.0,660.0,,4,Nissan,Clipper,12
Suzuki Cultus EURO II 2013,2013,Petrol,Manual,Sindh,Grey,Local,Hatchback,1450000.0,72000.0,1000.0,,4,Suzuki,Cultus,12
Haval H6 1.5T 2024,2024,Petrol,Automatic,Un-Registered,Diamond Black,Local,SUV,9200000.0,7200.0,1500.0,,14,Haval,H6,1
Honda Insight EX 2019,2019,Hybrid,Automatic,Punjab,Premium Crystal Blue Metallic,Imported,Sedan,8950000.0,60000.0,1500.0,,13,Honda,Insight,6
Suzuki Wagon R VXL 2018,2018,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,2070000.0,102000.0,1000.0,,9,Suzuki,Wagon,7
Suzuki Wagon R FX 2013,2013,Petrol,Automatic,Islamabad,Black,Imported,Hatchback,2350000.0,80000.0,660.0,,12,Suzuki,Wagon,12
Toyota Raize G 2020,2020,Petrol,Automatic,Un-Registered,Black,Imported,Crossover,5150000.0,56000.0,1000.0,,20,Toyota,Raize,5
Mercedes Benz S Class S 560 e 2019,2019,Hybrid,Automatic,Islamabad,Anthracite Blue,Imported,Sedan,73500000.0,55000.0,3000.0,,17,Mercedes Benz,S,6
Daihatsu Cuore CL 2010,2010,Petrol,Manual,Sindh,Silver,Local,Hatchback,1180000.0,100000.0,800.0,,1,Daihatsu,Cuore,15
Toyota Corolla GLi 1.3 VVTi 2016,2016,Petrol,Manual,Karachi,White,Local,Sedan,3700000.0,135908.0,1300.0,,12,Toyota,Corolla,9
Honda Civic VTi Oriel UG 1.6 2005,2005,Petrol,Manual,Sindh,White,Local,Sedan,1600000.0,194000.0,1600.0,,11,Honda,Civic,20
Jeep CJ 5 1968,1968,Petrol,Manual,Peshawar,Red,Local,Unknown,1100000.0,10000.0,3600.0,,1,Jeep,CJ,57
Suzuki Mehran VXR Euro II 2017,2017,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,1700000.0,55800.0,796.0,,4,Suzuki,Mehran,8
Toyota Corolla GLi 1.3 VVTi 2018,2018,Petrol,Manual,Lahore,White,Local,Sedan,4550000.0,58000.0,1300.0,,12,Toyota,Corolla,7
Suzuki Mehran VXR Euro II 2017,2017,Petrol,Manual,Abbottabad,Solid White,Local,Hatchback,1300000.0,100000.0,796.0,,5,Suzuki,Mehran,8
Suzuki Wagon R 2017,2017,Petrol,Manual,Lahore,White,Local,Unknown,1845000.0,200000.0,1000.0,,0,Suzuki,Wagon,8
Suzuki Alto VXR 2020,2020,Petrol,Manual,Lahore,Grey,Local,Hatchback,2250000.0,66250.0,660.0,,9,Suzuki,Alto,5
Honda City i-DSI 2004,2004,Petrol,Manual,Sindh,Metallic Grey,Local,Sedan,1700000.0,26813.0,1300.0,,9,Honda,City,21
Suzuki Baleno JXR 2005,2005,Petrol,Manual,Lahore,White,Local,Sedan,1070000.0,105000.0,1300.0,,5,Suzuki,Baleno,20
Suzuki Cultus 2005,2005,Petrol,Manual,Punjab,White,Local,Unknown,685000.0,70800.0,1000.0,,2,Suzuki,Cultus,20
Suzuki Baleno JXR 2004,2004,Petrol,Manual,Islamabad,White,Local,Sedan,1385000.0,250.0,1300.0,,7,Suzuki,Baleno,21
Suzuki Wagon R VXL 2018,2018,Petrol,Manual,Lahore,Solid White,Local,Hatchback,2295000.0,120000.0,1000.0,,11,Suzuki,Wagon,7
Honda Civic EXi Prosmatec 2004,2004,Petrol,Automatic,Lahore,Charcoal Grey Pearl,Local,Sedan,1585000.0,260000.0,1500.0,,7,Honda,Civic,21
Suzuki Bolan Cargo Van Euro ll 2019,2019,Petrol,Manual,Islamabad,White,Local,Mini Van,1780000.0,25500.0,800.0,,2,Suzuki,Bolan,6
Suzuki Alto VXR 2023,2023,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,2620000.0,19000.0,660.0,,7,Suzuki,Alto,2
Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,2014,Petrol,Automatic,Islamabad,Alabaster Silver,Local,Sedan,2950000.0,175000.0,1800.0,,13,Honda,Civic,11
Suzuki Alto VXR 2023,2023,Petrol,Manual,Islamabad,White,Local,Hatchback,2700000.0,37000.0,660.0,,7,Suzuki,Alto,2
Suzuki Wagon R VXL 2019,2019,Petrol,Manual,Punjab,Silky Silver,Local,Hatchback,3100000.0,10000.0,1000.0,,12,Suzuki,Wagon,6
Suzuki Mehran VX Euro II 2017,2017,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,1250000.0,102000.0,796.0,,3,Suzuki,Mehran,8
Suzuki Khyber GA 1995,1995,Petrol,Manual,Lahore,Green,Local,Hatchback,630000.0,150000.0,1000.0,,6,Suzuki,Khyber,30
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2025,2025,Petrol,Automatic,Sindh,White,Local,Sedan,8300000.0,41.0,1800.0,,14,Toyota,Corolla,0
Daihatsu Hijet Cruise 2015,2015,Petrol,Automatic,Punjab,White,Imported,Mini Van,1820000.0,113000.0,660.0,,13,Daihatsu,Hijet,10
Honda Vezel Hybrid Z Honda Sensing  2016,2016,Hybrid,Automatic,Islamabad,White Pearl,Imported,Crossover,5450000.0,131000.0,1500.0,,15,Honda,Vezel,9
Suzuki Mehran VX Euro II 2015,2015,Petrol,Manual,Rawalpindi,White,Local,Hatchback,950000.0,95000.0,800.0,,3,Suzuki,Mehran,10
Honda Civic VTi Oriel Prosmatec 1.6 2003,2003,Petrol,Automatic,Lahore,Blue,Local,Sedan,1650000.0,300000.0,1600.0,,10,Honda,Civic,22
Toyota Passo 2021,2021,Petrol,Automatic,Islamabad,Green,Imported,Unknown,4200000.0,38000.0,1000.0,,6,Toyota,Passo,4
Toyota Corolla XE Limited 1995,1995,Petrol,Manual,Punjab,White,Imported,Sedan,1700000.0,440317.0,1300.0,,6,Toyota,Corolla,30
Nissan AD Van 2006,2006,Petrol,Automatic,Sindh,White,Imported,Unknown,1450000.0,155000.0,1600.0,,0,Nissan,AD,19
MG HS 1.5 Turbo 2021,2021,Petrol,Automatic,Islamabad,Black Pearl,Local,Crossover,6650000.0,55200.0,1490.0,,14,MG,HS,4
Honda City 1.3 i-VTEC Prosmatec 2017,2017,Petrol,Automatic,Lahore,Lunar Silver Metallic,Local,Sedan,3595000.0000000005,88000.0,1300.0,,11,Honda,City,8
Hyundai Santro Exec 2004,2004,Petrol,Manual,Punjab,Silver,Local,Hatchback,1165000.0,125000.0,1000.0,,7,Hyundai,Santro,21
Audi A5 1.4 TFSI Sportback 2018,2018,Petrol,Automatic,Islamabad,Daytona Grey,Imported,Sedan,14800000.0,65000.0,1400.0,,13,Audi,A5,7
Toyota Land Cruiser VX Limited 4.2D 1991,1991,Diesel,Automatic,Peshawar,Green,Imported,SUV,3850000.0,12345.0,4200.0,,14,Toyota,Land,34
Nissan Dayz Highway Star G 2021,2021,Hybrid,Automatic,Un-Registered,Black,Imported,Hatchback,3975000.0,22000.0,660.0,,11,Nissan,Dayz,4
Suzuki Mehran VXR 2011,2011,Petrol,Manual,Multan,Gray Metallic,Local,Hatchback,900000.0,110000.0,800.0,,2,Suzuki,Mehran,14
Daihatsu Mira B 2023,2023,Petrol,Automatic,Karachi,Blue,Imported,Hatchback,4000000.0,5000.0,660.0,,9,Daihatsu,Mira,2
Toyota Hilux Revo V Automatic 2.8 2021,2021,Diesel,Automatic,Lahore,Attitude Black,Local,Double Cabin,12800000.0,52500.0,2800.0,,14,Toyota,Hilux,4
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Burgundy,Imported,Crossover,5700000.0,19000.0,1000.0,,14,Toyota,Raize,5
Suzuki Bolan VX Euro II 2024,2024,Petrol,Manual,Islamabad,White,Local,Van,2385000.0,2199.0,800.0,,2,Suzuki,Bolan,1
Suzuki Cultus VXL 2017,2017,Petrol,Manual,Lahore,White,Local,Hatchback,2450000.0,115000.0,1000.0,,12,Suzuki,Cultus,8
Suzuki Alto VXR 2024,2024,Petrol,Manual,Islamabad,Solid White,Local,Hatchback,2850000.0,31000.0,660.0,,7,Suzuki,Alto,1
Toyota Corolla 1982,1982,Diesel,Manual,Islamabad,Blue,Imported,Unknown,395000.0,533885.0,2000.0,,0,Toyota,Corolla,43
Suzuki MR Wagon 2013,2013,Petrol,Automatic,Punjab,Brown,Imported,Unknown,2000000.0,70000.0,660.0,,0,Suzuki,MR,12
Daihatsu Charade CX 1984,1984,Petrol,Manual,Punjab,White,Imported,Hatchback,360000.0,2.0,1000.0,,2,Daihatsu,Charade,41
Toyota Vitz F 1.0 2014,2014,Petrol,Automatic,Lahore,Red,Imported,Hatchback,3600000.0,128000.0,1000.0,,13,Toyota,Vitz,11
Toyota Corolla 2.0D 2002,2002,Diesel,Manual,Gujrat,white,Local,Sedan,1650000.0,200000.0,2000.0,,9,Toyota,Corolla,23
Toyota Corolla GLi 1.3 VVTi 2012,2012,Petrol,Manual,Lahore,Maroon,Local,Sedan,2900000.0,150000.0,1300.0,,9,Toyota,Corolla,13
Suzuki Cultus VXRi 2011,2011,Petrol,Manual,Sindh,Graphite Grey,Local,Hatchback,1175000.0,67000.0,1000.0,,6,Suzuki,Cultus,14
Suzuki Alto VXR 2007,2007,Petrol,Manual,Lahore,Solid White,Local,Hatchback,980000.0000000001,135000.0,1000.0,,5,Suzuki,Alto,18
Toyota Yaris Sedan ATIV X CVT 1.5 2020,2020,Petrol,Automatic,Lahore,Silver Metallic,Local,Sedan,4300000.0,90000.0,1500.0,,13,Toyota,Yaris,5
Toyota Aqua S 2012,2012,Hybrid,Automatic,Multan,Blue,Imported,Hatchback,3350000.0,80000.0,1500.0,,16,Toyota,Aqua,13
Daihatsu Copen Robe 2022,2022,Petrol,Manual,Un-Registered,Yellow Met,Imported,Convertible,4500000.0,21000.0,660.0,,20,Daihatsu,Copen,3
Honda Vezel Hybrid X Honda Sensing 2016,2016,Hybrid,Automatic,Islamabad,Grey,Imported,Crossover,5500000.0,118000.0,1500.0,,15,Honda,Vezel,9
Nissan Sunny 1993,1993,Petrol,Manual,Sindh,Red,Imported,Unknown,600000.0,100000.0,1000.0,,0,Nissan,Sunny,32
Hyundai Santro Club GV 2007,2007,Petrol,Manual,Lahore,Blue,Local,Hatchback,1150000.0,184000.0,1100.0,,5,Hyundai,Santro,18
Suzuki Mehran VXR Euro II 2015,2015,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1100000.0,50000.0,796.0,,4,Suzuki,Mehran,10
Suzuki FX GA 1988,1988,Petrol,Manual,Punjab,White,Local,Hatchback,300000.0,128780.0,800.0,,0,Suzuki,FX,37
Toyota Yaris Sedan GLI MT 1.3 2025,2025,Petrol,Manual,Un-Registered,Super White,Local,Sedan,4850000.0,3000.0,1300.0,,11,Toyota,Yaris,0
Toyota Corolla SE Limited 1994,1994,Petrol,Automatic,Lahore,Grey,Imported,Sedan,1650000.0,12345.0,1500.0,,7,Toyota,Corolla,31
Changan Karvaan Base Model 1.0 2021,2021,Petrol,Manual,Islamabad,White,Local,Mini Van,2320000.0,106000.0,1000.0,,6,Changan,Karvaan,4
Toyota Corolla Altis Grande CVT-i 1.8 2018,2018,Petrol,Automatic,Lahore,Silver Metallic,Local,Sedan,5500000.0,130000.0,1800.0,,15,Toyota,Corolla,7
Toyota Land Cruiser VX Limited 4.5 1998,1998,Petrol,Automatic,Islamabad,White,Imported,SUV,2850000.0,287656.0,4500.0,,10,Toyota,Land,27
Suzuki Cultus EURO II 2015,2015,Petrol,Manual,Lahore,Grey,Local,Hatchback,1600000.0,129000.0,1000.0,,5,Suzuki,Cultus,10
Suzuki Alto VXR 2003,2003,Petrol,Manual,Karachi,Gold,Local,Hatchback,650000.0,300000.0,1000.0,,5,Suzuki,Alto,22
Suzuki Mehran 2008,2008,Petrol,Manual,Lahore,Blue,Local,Unknown,800000.0,10000.0,800.0,,0,Suzuki,Mehran,17
Honda Civic VTi 1.8 i-VTEC 2015,2015,Petrol,Manual,Lahore,Black,Local,Sedan,2800000.0,125000.0,1800.0,,11,Honda,Civic,10
Toyota Prado TX L Package 2.7 2015,2015,Petrol,Automatic,Punjab,White,Imported,SUV,20500000.0,123700.0,2700.0,,16,Toyota,Prado,10
Toyota Vitz F 1.0 2009,2009,Petrol,Automatic,Lahore,Grey,Imported,Hatchback,2575000.0,100000.0,1000.0,,12,Toyota,Vitz,16
Daihatsu Move Custom X Limited 2007,2007,Petrol,Automatic,Lahore,Pearl White III,Imported,Hatchback,1800000.0,80000.0,660.0,,11,Daihatsu,Move,18
Suzuki Alto VXR 2012,2012,Petrol,Manual,Karachi,Solid White,Local,Hatchback,1450000.0,123000.0,1000.0,,5,Suzuki,Alto,13
Honda City 1.3 i-VTEC 2011,2011,Petrol,Manual,Lahore,Taffeta White,Local,Sedan,2500000.0,135000.0,1300.0,,7,Honda,City,14
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Sindh,Taffeta White,Local,Sedan,6600000.0,49000.0,1800.0,,16,Honda,Civic,4
Suzuki Mehran VX Euro II 2015,2015,Petrol,Manual,Rawalpindi,Solid White,Local,Hatchback,1140000.0,122000.0,796.0,,5,Suzuki,Mehran,10
Toyota Land Cruiser ZX Gasoline 3.5L 2023,2023,Petrol,Automatic,Sindh,Pearl White,Imported,SUV,77500000.0,7724.0,3500.0,,14,Toyota,Land,2
Toyota Land Cruiser AX G Selection 2011,2011,Petrol,Automatic,Islamabad,Dark RED Mica Metallic,Imported,SUV,22500000.0,157199.0,4600.0,,16,Toyota,Land,14
Toyota Corolla 2018,2018,Petrol,Manual,Lahore,White,Local,Unknown,4500000.0,113000.0,1300.0,,0,Toyota,Corolla,7
Honda Civic 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Islamabad,White,Local,Sedan,5880000.0,71000.0,1800.0,,13,Honda,Civic,4
Toyota Land Cruiser AX 2013,2013,Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,SUV,24500000.0,115000.0,4600.0,,16,Toyota,Land,12
Suzuki Alto VXR 2004,2004,Petrol,Manual,Karachi,Gold,Local,Hatchback,620000.0,10000.0,1000.0,,7,Suzuki,Alto,21
Toyota Corolla GLi 1.3 VVTi 2014,2014,Petrol,Manual,Lahore,White,Local,Sedan,3040000.0,150000.0,1300.0,,9,Toyota,Corolla,11
Mercedes Benz C Class C200 2012,2012,Petrol,Automatic,Karachi,White,Imported,Sedan,7250000.0,42500.0,1800.0,,13,Mercedes Benz,C,13
Honda Civic VTi 1.6 2003,2003,Petrol,Manual,Lahore,Canyon Stone Silver Metallic,Local,Sedan,1525000.0,189876.0,1600.0,,12,Honda,Civic,22
Toyota Corolla GLi 1.3 VVTi 2011,2011,Petrol,Manual,Sindh,Gold,Local,Sedan,2600000.0,100000.0,1300.0,,9,Toyota,Corolla,14
Changan Alsvin 1.5L DCT Lumiere 2022,2022,Petrol,Automatic,Punjab,Lunar Silver,Local,Sedan,3950000.0,44000.0,1500.0,,13,Changan,Alsvin,3
Honda Insight EX 2019,2019,Hybrid,Automatic,Un-Registered,Silver,Imported,Sedan,9800000.0,11000.0,1500.0,,13,Honda,Insight,6
Suzuki Cultus VXR 2006,2006,Petrol,Manual,Lahore,White,Local,Hatchback,835000.0,90000.0,1000.0,,0,Suzuki,Cultus,19
Suzuki Mehran VXR 2009,2009,Petrol,Manual,Faisalabad,Snow White Pearl,Local,Hatchback,750000.0,99999.0,800.0,,4,Suzuki,Mehran,16
Toyota Corolla XE-G 1998,1998,Petrol,Manual,Sindh,Black,Local,Sedan,1150000.0,100000.0,1300.0,,4,Toyota,Corolla,27
Honda Civic EXi 2006,2006,Petrol,Manual,Punjab,Canyon Stone Silver Metallic,Local,Sedan,1780000.0,150000.0,1500.0,,10,Honda,Civic,19
Suzuki Mehran VX 2012,2012,Petrol,Manual,Islamabad,White,Local,Hatchback,975000.0,160000.0,800.0,,0,Suzuki,Mehran,13
Suzuki Cultus VXR 2019,2019,Petrol,Manual,Sindh,Silky Silver,Local,Hatchback,2580000.0,75000.0,1000.0,,10,Suzuki,Cultus,6
KIA Carnival Executive 2023,2023,Petrol,Automatic,Punjab,Navy,Local,MPV,13000000.0,67000.0,3470.0,,14,KIA,Carnival,2
Toyota Corolla GLi 1.3 VVTi 2018,2018,Petrol,Manual,Karachi,White,Local,Sedan,3720000.0000000005,150000.0,1300.0,,12,Toyota,Corolla,7
Toyota Corolla SE Limited 1996,1996,Petrol,Manual,Faisalabad,Grey,Imported,Sedan,1725000.0,100000.0,1500.0,,7,Toyota,Corolla,29
Suzuki Mehran VXR Euro II 2019,2019,Petrol,Manual,Lahore,Solid White,Local,Hatchback,1575000.0,71150.0,796.0,,4,Suzuki,Mehran,6
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,2010,Petrol,Automatic,Lahore,White,Local,Sedan,2870000.0,138000.0,1800.0,,14,Honda,Civic,15
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2009,2009,Petrol,Automatic,Karachi,White,Local,Sedan,2190000.0,134000.0,1800.0,,17,Honda,Civic,16
Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,Petrol,Automatic,Lahore,White,Local,Sedan,5350000.0,64000.0,1800.0,,14,Honda,Civic,7
Nissan Pino S 2007,2007,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,1775000.0,151000.0,660.0,,11,Nissan,Pino,18
Suzuki Alto VXR (CNG) 2012,2012,CNG,Manual,Sindh,Grey,Local,Hatchback,1315000.0,66000.0,1000.0,,3,Suzuki,Alto,13
Mercedes Benz R Class 2015,2015,Petrol,Automatic,Lahore,White,Local,Unknown,14500000.0,102600.0,1600.0,,7,Mercedes Benz,R,10
Honda City i-DSI Vario 2004,2004,Petrol,Automatic,Islamabad,Blue,Local,Sedan,1850000.0,172000.0,1300.0,,7,Honda,City,21
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,2021,Petrol,Automatic,Islamabad,Super White,Local,Sedan,6350000.0,120000.0,1800.0,,21,Toyota,Corolla,4
Suzuki Alto VXR 2021,2021,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2525000.0,55000.0,660.0,,8,Suzuki,Alto,4
Honda Vezel Hybrid Z Honda Sensing  2018,2018,Hybrid,Automatic,Punjab,White,Imported,Crossover,7270000.0,82000.0,1500.0,,15,Honda,Vezel,7
Daihatsu Boon 1.0 CL Limited 2007,2007,Petrol,Automatic,Punjab,Silver,Imported,Hatchback,2200000.0,123000.0,1000.0,,10,Daihatsu,Boon,18
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Burgundy,Imported,Crossover,5800000.0,21000.0,1000.0,,12,Toyota,Raize,5
Toyota Corolla Altis X Automatic 1.6 2021,2021,Petrol,Automatic,Punjab,White,Local,Sedan,5450000.0,59000.0,1600.0,,14,Toyota,Corolla,4
Suzuki Bolan VX 2008,2008,Petrol,Manual,Sindh,Solid White,Local,Mini Van,630000.0,100000.0,800.0,,1,Suzuki,Bolan,17
Toyota Corolla XLi VVTi 2016,2016,Petrol,Manual,Lahore,White,Local,Sedan,2900000.0,125.0,1300.0,,8,Toyota,Corolla,9
Toyota Corolla Axio X Special Edition 1.5 2008,2008,Petrol,Automatic,Sindh,Silver,Imported,Sedan,3300000.0,106000.0,1500.0,,12,Toyota,Corolla,17
Isuzu D-Max X-Terrain 2025,2025,Diesel,Automatic,Un-Registered,Black,Local,Double Cabin,15500000.0,57.0,3000.0,,13,Isuzu,D-Max,0
Honda Vezel Hybrid Z 2014,2014,Hybrid,Automatic,Sindh,Crystal Black Pearl,Imported,Crossover,4300000.0,200000.0,1500.0,,23,Honda,Vezel,11
Suzuki Alto VXR 2024,2024,Petrol,Manual,Rawalpindi,Solid White,Local,Hatchback,2880000.0,17000.0,660.0,,9,Suzuki,Alto,1
Daihatsu Move Custom RS 2022,2022,Petrol,Automatic,Un-Registered,Black,Imported,Hatchback,3699000.0,19500.0,660.0,,13,Daihatsu,Move,3
Honda Vezel Hybrid RS Honda Sensing  2016,2016,Hybrid,Automatic,Islamabad,White,Imported,Crossover,5800000.0,197000.0,1500.0,,13,Honda,Vezel,9
Toyota Corolla Altis Cruisetronic 1.6 2013,2013,Petrol,Automatic,Islamabad,Burgundy,Local,Sedan,3500000.0,170000.0,1600.0,,15,Toyota,Corolla,12
Honda Civic EXi 2002,2002,Petrol,Manual,Lahore,Charcoal Grey Pearl,Local,Sedan,1450000.0,185425.0,1500.0,,8,Honda,Civic,23
Suzuki Margalla GL 1996,1996,Petrol,Manual,Islamabad,Ash Gray,Local,Sedan,775000.0,85000.0,1300.0,,4,Suzuki,Margalla,29
Suzuki Mehran VX 2008,2008,Petrol,Manual,Faisalabad,Snow White Pearl,Local,Hatchback,795000.0,70000.0,800.0,,0,Suzuki,Mehran,17
Suzuki Swift DLX 1.3 2013,2013,Petrol,Manual,Bahawalpur,Solid White,Local,Hatchback,1860000.0000000002,108000.0,1300.0,,12,Suzuki,Swift,12
Toyota Corolla 2.0D Saloon 2004,2004,Diesel,Manual,Rawalpindi,Navy,Local,Sedan,2050000.0,340000.0,2000.0,,13,Toyota,Corolla,21
Honda City Aspire Prosmatec 1.5 i-VTEC 2018,2018,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,4100000.0,98000.0,1500.0,,13,Honda,City,7
Suzuki Alto F 2015,2015,Petrol,Automatic,Islamabad,Pure Red,Imported,Hatchback,2600000.0,100000.0,660.0,,12,Suzuki,Alto,10
Honda N Wgn Custom G 2015,2015,Petrol,Automatic,Islamabad,Black,Imported,Hatchback,2850000.0,150000.0,660.0,,17,Honda,N,10
Honda Fit 2004,2004,Petrol,Automatic,Punjab,Black,Imported,Unknown,1950000.0,170000.0,1300.0,,10,Honda,Fit,21
Suzuki Mehran VXR 1997,1997,Petrol,Manual,Swabi,Snow White Pearl,Imported,Hatchback,500000.0,112000.0,800.0,,4,Suzuki,Mehran,28
Honda City i-DSI 2004,2004,Petrol,Manual,Lahore,Silver,Local,Sedan,1575000.0,300000.0,1300.0,,7,Honda,City,21
Toyota Corolla GLi 1.3 VVTi 2013,2013,Petrol,Manual,Lahore,Black,Local,Sedan,3090000.0,188000.0,1300.0,,9,Toyota,Corolla,12
Daihatsu Cuore CX 2006,2006,Petrol,Manual,Lahore,White,Local,Hatchback,790000.0,10000.0,800.0,,3,Daihatsu,Cuore,19
Toyota Fortuner 2.7 VVTi 2016,2016,Petrol,Automatic,Karachi,Attitude Black,Imported,SUV,8600000.0,48000.0,2700.0,,15,Toyota,Fortuner,9
Changan Karvaan Plus 2021,2021,Petrol,Manual,Punjab,White,Local,Mini Van,2750000.0,7833.0,1000.0,,7,Changan,Karvaan,4
Daihatsu Mira 2008,2008,Petrol,Automatic,Lahore,White,Imported,Unknown,1650000.0,85768.0,660.0,,7,Daihatsu,Mira,17
Audi Q3 1.4 TFSI 2015,2015,Petrol,Automatic,Sindh,Mythos Black Metallic,Imported,Crossover,6300000.0,98000.0,1400.0,,12,Audi,Q3,10
Suzuki Jimny 1994,1994,Petrol,Manual,Tank,Black,Imported,Unknown,1450000.0,300000.0,1300.0,,5,Suzuki,Jimny,31
Toyota Corolla XLi VVTi 2016,2016,Petrol,Manual,Islamabad,White,Local,Sedan,4100000.0,87000.0,1300.0,,5,Toyota,Corolla,9
Nissan Dayz Bolero X 2013,2013,Petrol,Automatic,Lahore,Attitude Black,Imported,Hatchback,2200000.0,127000.0,660.0,,15,Nissan,Dayz,12
Suzuki Swift XG 1.2 2019,2019,Petrol,Automatic,Karachi,Pure White Pearl,Imported,Hatchback,2540000.0,65000.0,1200.0,,18,Suzuki,Swift,6
Daihatsu Boon 2017,2017,Petrol,Automatic,Sindh,Beige,Imported,Unknown,3225000.0,82000.0,1000.0,,12,Daihatsu,Boon,8
Mercedes Benz S Class S500 2005,2005,Petrol,Automatic,Islamabad,Silver,Imported,Sedan,7500000.0,91000.0,5500.0,,17,Mercedes Benz,S,20
Suzuki Wagon R FX Limited 2015,2015,Petrol,Automatic,Lahore,Turquoise,Imported,Hatchback,2300000.0,126000.0,660.0,,12,Suzuki,Wagon,10
Honda Civic VTi 1.6 2001,2001,Petrol,Manual,Lahore,Canyon Stone Silver Metallic,Local,Sedan,1300000.0,250000.0,1600.0,,11,Honda,Civic,24
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2014,Petrol,Automatic,Punjab,Crystal Black,Local,Sedan,3475000.0,120000.0,1800.0,,14,Honda,Civic,11
Toyota Corolla Cross Premium High Grade 2022,2022,Hybrid,Automatic,Punjab,Platinum White Pearl,Imported,SUV,8700000.0,56000.0,1798.0,,13,Toyota,Corolla,3
Honda Civic RS 2024,2024,Petrol,Automatic,Un-Registered,Black,Local,Sedan,9400000.0,8600.0,1500.0,,14,Honda,Civic,1
Toyota Prado TX L Package 2.7 2012,2012,Petrol,Automatic,Karachi,White Pearl Crystal Shine,Imported,SUV,14200000.0,145000.0,2700.0,,15,Toyota,Prado,13
Toyota Land Cruiser ZX Gasoline 3.5L 2023,2023,Petrol,Automatic,Un-Registered,Attitude Metallic,Imported,SUV,74000000.0,6000.0,3500.0,,18,Toyota,Land,2
Suzuki Cultus VXRi 2010,2010,Petrol,Manual,Islamabad,Graphite Grey,Local,Hatchback,1400000.0,3413.0,1000.0,,3,Suzuki,Cultus,15
Toyota Corolla Altis X Automatic 1.6 2021,2021,Petrol,Automatic,Sindh,Super White,Local,Sedan,5385000.0,65000.0,1598.0,,14,Toyota,Corolla,4
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Sindh,Silver,Local,Sedan,4325000.0,90000.0,1800.0,,14,Honda,Civic,8
Suzuki Swift DLX 1.3 2015,2015,Petrol,Manual,Punjab,Grey,Local,Hatchback,2250000.0,93000.0,1300.0,,8,Suzuki,Swift,10
Toyota Land Cruiser VX Limited 4.2D 2003,2003,Diesel,Automatic,Karachi,White Pearl Mica,Imported,SUV,7650000.0,12345.0,4200.0,,11,Toyota,Land,22
Toyota Vitz F 1.0 2012,2012,Petrol,Automatic,Karachi,Pink,Imported,Hatchback,2550000.0,65000.0,1000.0,,12,Toyota,Vitz,13
Toyota Passo X L Package 2018,2018,Petrol,Automatic,Islamabad,Beige,Imported,Hatchback,3450000.0,63000.0,1000.0,,12,Toyota,Passo,7
Toyota Prius G Touring Selection Leather Package 1.8 2011,2011,Hybrid,Automatic,Punjab,Silver Metallic,Imported,Sedan,3800000.0,180000.0,1800.0,,15,Toyota,Prius,14
Toyota Hilux Double Cab 1997,1997,Diesel,Manual,Karachi,Dark Blue Mica Metallic,Imported,SUV,2150000.0,300000.0,3000.0,,10,Toyota,Hilux,28
Toyota Corolla GLi 1.3 VVTi Special Edition 2020,2020,Petrol,Manual,Punjab,White,Local,Sedan,4650000.0,80000.0,1300.0,,15,Toyota,Corolla,5
Suzuki Cultus VXRi 2011,2011,Petrol,Manual,Sindh,Graphite Grey,Local,Hatchback,1230000.0,120000.0,1000.0,,6,Suzuki,Cultus,14
Daihatsu Mira G SA III 2021,2021,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,2975000.0,71000.0,660.0,,12,Daihatsu,Mira,4
Suzuki Alto VXL AGS 2022,2022,Petrol,Automatic,Karachi,Solid White,Local,Hatchback,2775000.0,33000.0,660.0,,10,Suzuki,Alto,3
